customer_id,credit_score,credit_score_band,country,gender,age,age_group,tenure,balance,balance_segment,products_number,credit_card,credit_card_status,active_member,membership_status,estimated_salary,high_value_customer,churn,churn_status
15663939,523,Poor,Germany,Male,35,30-39,8,138782.76,100K-150K,1,1,Has Credit Card,1,Active,186118.93,Yes,0,Retained
15694946,663,Fair,France,Male,35,30-39,9,0.0,Zero Balance,2,1,Has Credit Card,1,Active,195580.28,No,0,Retained
15631912,840,Excellent,France,Male,30,30-39,8,136291.71,100K-150K,1,1,Has Credit Card,0,Inactive,54113.38,No,0,Retained
15768816,570,Poor,Germany,Male,42,40-49,0,107856.57,100K-150K,2,1,Has Credit Card,0,Inactive,127528.84,No,0,Retained
15682268,676,Good,Germany,Female,26,18-29,1,108348.66,100K-150K,1,0,No Credit Card,0,Inactive,60231.74,No,1,Churned
15684801,689,Good,France,Male,47,40-49,1,93871.95,50K-100K,3,1,Has Credit Card,0,Inactive,156878.42,No,1,Churned
15636428,703,Good,Spain,Female,45,40-49,1,0.0,Zero Balance,1,1,Has Credit Card,0,Inactive,182784.11,No,1,Churned
15809823,491,Poor,Germany,Male,19,18-29,2,125860.2,100K-150K,1,0,No Credit Card,0,Inactive,129690.5,No,0,Retained
15699284,584,Fair,France,Male,49,40-49,8,172713.44,150K+,1,1,Has Credit Card,0,Inactive,113860.81,No,0,Retained
15786993,810,Excellent,France,Female,51,50-59,5,0.0,Zero Balance,2,0,No Credit Card,1,Active,184524.74,No,0,Retained
15709441,745,Very Good,Spain,Female,59,50-59,8,0.0,Zero Balance,1,1,Has Credit Card,1,Active,36124.98,No,0,Retained
15710257,625,Fair,France,Female,39,30-39,3,130786.92,100K-150K,1,0,No Credit Card,1,Active,121316.07,Yes,0,Retained
15582492,535,Poor,France,Female,29,18-29,2,112367.34,100K-150K,1,1,Has Credit Card,0,Inactive,185630.76,No,0,Retained
15575694,729,Good,Spain,Female,45,40-49,7,91091.06,50K-100K,2,1,Has Credit Card,0,Inactive,71133.12,No,0,Retained
15756820,655,Fair,France,Female,26,18-29,7,106198.5,100K-150K,1,0,No Credit Card,1,Active,32020.42,Yes,0,Retained
15766289,751,Very Good,France,Male,47,40-49,5,142669.93,100K-150K,2,1,Has Credit Card,0,Inactive,162760.96,No,0,Retained
15593014,525,Poor,France,Male,33,30-39,1,112833.35,100K-150K,1,0,No Credit Card,1,Active,175178.56,Yes,0,Retained
15584545,532,Poor,France,Female,40,40-49,5,0.0,Zero Balance,2,0,No Credit Card,1,Active,177099.71,No,0,Retained
15675949,696,Good,Spain,Female,43,40-49,4,0.0,Zero Balance,2,1,Has Credit Card,1,Active,66406.37,No,0,Retained
15672091,786,Very Good,Germany,Female,32,30-39,2,104336.43,100K-150K,2,0,No Credit Card,0,Inactive,59559.81,No,0,Retained
15801658,580,Fair,France,Male,55,50-59,6,104305.74,100K-150K,1,0,No Credit Card,1,Active,175750.21,Yes,0,Retained
15706185,596,Fair,Germany,Male,47,40-49,5,140187.1,100K-150K,2,1,Has Credit Card,1,Active,174311.3,Yes,0,Retained
15789863,683,Good,France,Male,39,30-39,4,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,171716.81,No,0,Retained
15720943,747,Very Good,France,Female,45,40-49,1,114959.12,100K-150K,1,1,Has Credit Card,0,Inactive,189362.39,No,1,Churned
15697997,602,Fair,France,Male,33,30-39,5,164704.38,150K+,1,0,No Credit Card,1,Active,180716.1,Yes,1,Churned
15665416,779,Very Good,France,Male,62,60+,10,119096.55,100K-150K,1,0,No Credit Card,1,Active,116977.89,Yes,0,Retained
15660200,551,Poor,France,Male,31,30-39,1,0.0,Zero Balance,2,1,Has Credit Card,1,Active,185105.44,No,0,Retained
15619653,666,Fair,France,Male,47,40-49,2,0.0,Zero Balance,1,1,Has Credit Card,0,Inactive,35046.97,No,1,Churned
15773447,526,Poor,Spain,Male,30,30-39,8,0.0,Zero Balance,1,1,Has Credit Card,0,Inactive,36251.0,No,0,Retained
15739160,849,Excellent,France,Female,41,40-49,9,115465.28,100K-150K,1,1,Has Credit Card,0,Inactive,103174.5,No,0,Retained
15689237,471,Poor,France,Female,27,18-29,4,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,122642.09,No,0,Retained
15679297,628,Fair,Spain,Male,43,40-49,3,184926.61,150K+,1,1,Has Credit Card,0,Inactive,122937.57,No,0,Retained
15591433,674,Good,Germany,Male,43,40-49,8,85957.88,50K-100K,2,1,Has Credit Card,0,Inactive,8757.39,No,0,Retained
15642725,797,Very Good,France,Male,32,30-39,10,114084.6,100K-150K,1,0,No Credit Card,1,Active,125782.29,Yes,0,Retained
15701962,590,Fair,Spain,Female,29,18-29,2,166930.76,150K+,2,1,Has Credit Card,0,Inactive,122487.73,No,0,Retained
15811613,588,Fair,France,Female,27,18-29,8,0.0,Zero Balance,1,1,Has Credit Card,0,Inactive,20066.38,No,0,Retained
15741049,577,Poor,France,Male,29,18-29,7,0.0,Zero Balance,2,1,Has Credit Card,1,Active,55473.15,No,0,Retained
15724423,571,Poor,France,Female,38,30-39,6,107193.82,100K-150K,2,0,No Credit Card,0,Inactive,38962.94,No,0,Retained
15574305,680,Good,France,Male,36,30-39,3,116275.12,100K-150K,1,1,Has Credit Card,1,Active,63795.8,Yes,0,Retained
15678168,648,Fair,Spain,Female,27,18-29,7,0.0,Zero Balance,2,1,Has Credit Card,1,Active,163060.43,No,0,Retained
15697020,618,Fair,France,Male,39,30-39,2,91068.56,50K-100K,1,1,Has Credit Card,0,Inactive,26578.69,No,0,Retained
15610801,648,Fair,Germany,Male,41,40-49,5,123049.21,100K-150K,1,0,No Credit Card,1,Active,5066.76,Yes,0,Retained
15745232,759,Very Good,France,Female,39,30-39,6,0.0,Zero Balance,2,1,Has Credit Card,1,Active,140497.67,No,0,Retained
15722758,585,Fair,France,Male,40,40-49,7,0.0,Zero Balance,2,0,No Credit Card,0,Inactive,146156.98,No,0,Retained
15792102,774,Very Good,France,Female,42,40-49,3,137781.65,100K-150K,1,0,No Credit Card,0,Inactive,199316.19,No,0,Retained
15675185,697,Good,Germany,Female,48,40-49,2,108128.96,100K-150K,2,1,Has Credit Card,1,Active,103944.37,Yes,0,Retained
15801247,605,Fair,Spain,Male,39,30-39,10,105317.73,100K-150K,2,1,Has Credit Card,0,Inactive,138021.36,No,0,Retained
15725660,676,Good,France,Male,20,18-29,1,80569.73,50K-100K,1,0,No Credit Card,0,Inactive,68621.98,No,0,Retained
15638963,678,Good,France,Female,22,18-29,4,174852.89,150K+,1,1,Has Credit Card,1,Active,28149.06,Yes,0,Retained
15800061,495,Poor,Spain,Female,45,40-49,3,89158.94,50K-100K,3,1,Has Credit Card,0,Inactive,135169.76,No,1,Churned
15578006,787,Very Good,France,Female,85,60+,10,0.0,Zero Balance,2,1,Has Credit Card,1,Active,116537.96,No,0,Retained
15668504,770,Very Good,France,Male,36,30-39,2,89800.14,50K-100K,1,1,Has Credit Card,1,Active,105922.69,No,0,Retained
15687491,817,Excellent,Germany,Male,45,40-49,9,101207.75,100K-150K,1,0,No Credit Card,0,Inactive,88211.12,No,1,Churned
15610403,659,Fair,France,Male,43,40-49,1,106086.42,100K-150K,2,1,Has Credit Card,0,Inactive,26900.63,No,0,Retained
15741094,693,Good,France,Male,21,18-29,1,0.0,Zero Balance,2,1,Has Credit Card,1,Active,3494.02,No,0,Retained
15807909,744,Very Good,France,Male,47,40-49,9,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,113163.17,No,0,Retained
15666141,829,Excellent,Spain,Female,26,18-29,8,101440.36,100K-150K,2,1,Has Credit Card,1,Active,19324.5,Yes,0,Retained
15617134,716,Good,France,Male,38,30-39,4,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,189678.7,No,0,Retained
15783029,671,Good,France,Male,34,30-39,7,106603.74,100K-150K,2,1,Has Credit Card,1,Active,26387.71,Yes,0,Retained
15622833,835,Excellent,Germany,Female,29,18-29,10,130420.2,100K-150K,2,0,No Credit Card,0,Inactive,106276.55,No,0,Retained
15746422,636,Fair,France,Female,38,30-39,1,0.0,Zero Balance,1,1,Has Credit Card,0,Inactive,45015.38,No,0,Retained
15750839,649,Fair,Spain,Male,29,18-29,2,45022.23,Below 50K,1,1,Has Credit Card,1,Active,173495.77,No,0,Retained
15749130,621,Fair,Germany,Male,27,18-29,1,74298.43,50K-100K,1,1,Has Credit Card,1,Active,52581.96,No,0,Retained
15779862,658,Fair,Germany,Female,31,30-39,3,133003.03,100K-150K,1,0,No Credit Card,1,Active,146339.27,Yes,1,Churned
15767871,784,Very Good,Spain,Male,48,40-49,7,0.0,Zero Balance,2,1,Has Credit Card,1,Active,182609.97,No,0,Retained
15679651,783,Very Good,Spain,Female,37,30-39,1,136689.66,100K-150K,1,1,Has Credit Card,0,Inactive,197890.65,No,0,Retained
15576219,615,Fair,France,Male,32,30-39,4,0.0,Zero Balance,2,1,Has Credit Card,1,Active,6225.63,No,0,Retained
15699247,791,Very Good,France,Female,44,40-49,5,0.0,Zero Balance,2,1,Has Credit Card,1,Active,123977.86,No,1,Churned
15619087,762,Very Good,France,Male,53,50-59,1,102520.37,100K-150K,1,1,Has Credit Card,1,Active,170195.4,Yes,0,Retained
15605327,607,Fair,France,Male,35,30-39,2,0.0,Zero Balance,2,1,Has Credit Card,1,Active,114190.3,No,0,Retained
15610140,601,Fair,France,Female,34,30-39,5,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,27022.57,No,0,Retained
15791174,540,Poor,Spain,Male,67,60+,1,88382.01,50K-100K,1,0,No Credit Card,1,Active,59457.0,No,0,Retained
15602373,812,Excellent,France,Male,44,40-49,4,115049.15,100K-150K,2,1,Has Credit Card,0,Inactive,165038.41,No,0,Retained
15762605,685,Good,France,Male,58,50-59,1,104796.54,100K-150K,1,1,Has Credit Card,1,Active,154181.41,Yes,0,Retained
15598840,680,Good,France,Male,33,30-39,1,123082.08,100K-150K,1,1,Has Credit Card,0,Inactive,134960.98,No,0,Retained
15744279,680,Good,Spain,Female,58,50-59,8,0.0,Zero Balance,2,1,Has Credit Card,1,Active,65708.5,No,0,Retained
15670619,631,Fair,France,Female,33,30-39,8,0.0,Zero Balance,2,0,No Credit Card,0,Inactive,117374.22,No,0,Retained
15599533,569,Poor,France,Female,43,40-49,7,0.0,Zero Balance,2,1,Has Credit Card,1,Active,77703.19,No,0,Retained
15757837,584,Fair,Germany,Male,33,30-39,3,88311.48,50K-100K,2,1,Has Credit Card,1,Active,177651.38,No,0,Retained
15697574,582,Fair,France,Female,40,40-49,9,0.0,Zero Balance,3,1,Has Credit Card,1,Active,60954.45,No,0,Retained
15578738,609,Fair,France,Male,32,30-39,7,71872.19,50K-100K,1,1,Has Credit Card,1,Active,151924.9,No,0,Retained
15762228,506,Poor,Spain,Male,35,30-39,6,110046.93,100K-150K,2,1,Has Credit Card,0,Inactive,26318.73,No,0,Retained
15614827,503,Poor,France,Male,42,40-49,8,104430.08,100K-150K,1,1,Has Credit Card,1,Active,147557.71,Yes,0,Retained
15789815,503,Poor,France,Female,28,18-29,5,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,125918.17,No,0,Retained
15579781,806,Excellent,Germany,Male,31,30-39,10,138653.51,100K-150K,1,1,Has Credit Card,0,Inactive,190803.37,No,0,Retained
15587013,653,Fair,France,Female,31,30-39,7,102575.04,100K-150K,1,1,Has Credit Card,1,Active,11043.54,Yes,0,Retained
15570932,666,Fair,France,Male,43,40-49,7,137780.74,100K-150K,2,1,Has Credit Card,1,Active,119100.05,Yes,1,Churned
15794661,674,Good,Spain,Male,32,30-39,2,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,140579.17,No,0,Retained
15581654,798,Very Good,France,Male,32,30-39,7,0.0,Zero Balance,2,0,No Credit Card,1,Active,37731.95,No,0,Retained
15644296,740,Very Good,France,Female,30,30-39,8,105209.54,100K-150K,1,1,Has Credit Card,0,Inactive,1852.58,No,0,Retained
15614420,531,Poor,Germany,Female,32,30-39,0,109570.21,100K-150K,2,1,Has Credit Card,1,Active,172049.84,Yes,0,Retained
15609653,614,Fair,Germany,Female,44,40-49,6,118715.86,100K-150K,1,1,Has Credit Card,0,Inactive,133591.11,No,1,Churned
15594577,556,Poor,France,Male,35,30-39,10,0.0,Zero Balance,2,1,Has Credit Card,1,Active,192751.18,No,0,Retained
15584114,678,Good,Germany,Female,43,40-49,2,153393.18,150K+,2,1,Has Credit Card,1,Active,193828.27,Yes,0,Retained
15673367,587,Fair,Germany,Male,33,30-39,6,132603.36,100K-150K,1,1,Has Credit Card,0,Inactive,55775.72,No,0,Retained
15685576,527,Poor,Spain,Female,36,30-39,6,0.0,Zero Balance,2,1,Has Credit Card,1,Active,102280.29,No,0,Retained
15774727,757,Very Good,Germany,Female,34,30-39,1,129398.01,100K-150K,2,0,No Credit Card,0,Inactive,44965.44,No,0,Retained
15694288,468,Poor,Spain,Male,28,18-29,3,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,170661.02,No,0,Retained
15603319,693,Good,France,Male,29,18-29,2,151352.74,150K+,1,0,No Credit Card,0,Inactive,197145.89,No,0,Retained
15759066,483,Poor,France,Female,44,40-49,5,136836.49,100K-150K,1,1,Has Credit Card,0,Inactive,192359.9,No,1,Churned
15814816,466,Poor,France,Male,40,40-49,4,91592.06,50K-100K,1,1,Has Credit Card,0,Inactive,141210.18,No,1,Churned
15724402,770,Very Good,France,Female,30,30-39,8,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,100557.03,No,0,Retained
15571059,734,Good,France,Female,54,50-59,3,0.0,Zero Balance,1,1,Has Credit Card,0,Inactive,130805.54,No,1,Churned
15674206,716,Good,France,Female,22,18-29,8,0.0,Zero Balance,2,1,Has Credit Card,1,Active,92606.98,No,0,Retained
15715160,439,Poor,France,Male,36,30-39,2,165536.28,150K+,2,1,Has Credit Card,1,Active,123956.83,Yes,0,Retained
15730448,538,Poor,Germany,Male,25,18-29,5,62482.95,50K-100K,1,1,Has Credit Card,1,Active,102758.43,No,0,Retained
15662067,743,Very Good,France,Male,40,40-49,8,68155.59,50K-100K,1,1,Has Credit Card,0,Inactive,94876.65,No,0,Retained
15779581,734,Good,Spain,Female,43,40-49,3,55853.33,50K-100K,2,0,No Credit Card,1,Active,94811.85,No,1,Churned
15662901,656,Fair,France,Male,37,30-39,2,0.0,Zero Balance,2,0,No Credit Card,1,Active,67840.81,No,0,Retained
15689751,666,Fair,France,Female,31,30-39,2,79589.43,50K-100K,1,0,No Credit Card,0,Inactive,4050.57,No,0,Retained
15667742,627,Fair,Spain,Male,41,40-49,5,100880.76,100K-150K,1,0,No Credit Card,1,Active,134665.25,Yes,0,Retained
15738448,480,Poor,Germany,Female,25,18-29,3,174330.35,150K+,2,0,No Credit Card,0,Inactive,181647.13,No,0,Retained
15680243,792,Very Good,France,Male,19,18-29,7,143390.51,100K-150K,1,1,Has Credit Card,0,Inactive,33282.84,No,0,Retained
15745083,613,Fair,Germany,Male,59,50-59,8,91415.76,50K-100K,1,0,No Credit Card,0,Inactive,27965.0,No,1,Churned
15708228,476,Poor,Germany,Male,30,30-39,3,134366.42,100K-150K,1,1,Has Credit Card,0,Inactive,68343.53,No,0,Retained
15628523,539,Poor,France,Female,24,18-29,3,0.0,Zero Balance,2,1,Has Credit Card,1,Active,198161.07,No,0,Retained
15708196,696,Good,Spain,Male,60,60+,8,88786.81,50K-100K,1,1,Has Credit Card,1,Active,196858.4,No,0,Retained
15735549,810,Excellent,Germany,Male,35,30-39,3,96814.46,50K-100K,2,1,Has Credit Card,1,Active,120511.03,No,0,Retained
15809347,763,Very Good,Germany,Male,32,30-39,9,160680.41,150K+,1,1,Has Credit Card,0,Inactive,30886.35,No,0,Retained
15660866,640,Fair,France,Female,29,18-29,3,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,2743.69,No,0,Retained
15766609,655,Fair,France,Female,47,40-49,10,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,167778.62,No,0,Retained
15654230,526,Poor,Germany,Male,31,30-39,5,145537.21,100K-150K,1,1,Has Credit Card,0,Inactive,132404.64,No,0,Retained
15794566,678,Good,France,Female,28,18-29,4,0.0,Zero Balance,2,1,Has Credit Card,1,Active,144423.17,No,1,Churned
15800890,554,Poor,France,Female,45,40-49,6,0.0,Zero Balance,2,1,Has Credit Card,1,Active,181204.5,No,0,Retained
15697424,597,Fair,Spain,Female,30,30-39,2,119370.11,100K-150K,1,1,Has Credit Card,1,Active,182726.22,Yes,1,Churned
15724536,560,Poor,Spain,Female,28,18-29,1,0.0,Zero Balance,2,1,Has Credit Card,1,Active,120880.72,No,0,Retained
15735878,850,Excellent,Germany,Female,47,40-49,10,134381.52,100K-150K,1,0,No Credit Card,0,Inactive,26812.89,No,1,Churned
15707596,546,Poor,Germany,Female,74,60+,8,114888.74,100K-150K,2,1,Has Credit Card,1,Active,66732.63,Yes,1,Churned
15657163,623,Fair,Germany,Male,42,40-49,1,149332.48,100K-150K,2,1,Has Credit Card,0,Inactive,100834.22,No,0,Retained
15622478,698,Good,France,Female,40,40-49,7,105061.74,100K-150K,3,1,Has Credit Card,0,Inactive,107815.31,No,1,Churned
15779529,620,Fair,France,Male,32,30-39,7,0.0,Zero Balance,2,1,Has Credit Card,1,Active,34665.79,No,0,Retained
15636023,619,Fair,France,Female,40,40-49,10,0.0,Zero Balance,1,1,Has Credit Card,1,Active,147093.84,No,1,Churned
15582066,561,Poor,France,Male,21,18-29,4,0.0,Zero Balance,1,1,Has Credit Card,1,Active,36942.35,No,0,Retained
15666675,753,Very Good,France,Female,39,30-39,7,155062.8,150K+,1,1,Has Credit Card,1,Active,16460.77,Yes,0,Retained
15732987,721,Good,Spain,Male,43,40-49,3,88798.34,50K-100K,1,0,No Credit Card,0,Inactive,45610.63,No,0,Retained
15789432,451,Poor,France,Male,33,30-39,6,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,184954.11,No,0,Retained
15663161,680,Good,Germany,Female,51,50-59,5,143139.87,100K-150K,1,0,No Credit Card,0,Inactive,47795.43,No,1,Churned
15694879,590,Fair,Spain,Female,23,18-29,7,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,196789.9,No,0,Retained
15593715,634,Fair,Germany,Male,27,18-29,3,107027.52,100K-150K,1,1,Has Credit Card,0,Inactive,173425.68,No,0,Retained
15575002,676,Good,France,Male,29,18-29,4,140720.93,100K-150K,1,1,Has Credit Card,0,Inactive,36221.18,No,0,Retained
15622171,642,Fair,France,Male,30,30-39,8,80964.57,50K-100K,2,1,Has Credit Card,0,Inactive,174738.2,No,0,Retained
15795224,760,Very Good,France,Male,39,30-39,6,178585.46,150K+,1,1,Has Credit Card,0,Inactive,67131.3,No,1,Churned
15685346,736,Good,Spain,Female,26,18-29,4,135889.13,100K-150K,1,1,Has Credit Card,1,Active,165692.03,Yes,0,Retained
15691808,656,Fair,France,Male,43,40-49,7,134919.85,100K-150K,1,1,Has Credit Card,0,Inactive,194691.95,No,0,Retained
15721007,776,Very Good,Germany,Male,33,30-39,8,115130.34,100K-150K,1,0,No Credit Card,0,Inactive,129525.5,No,1,Churned
15794253,832,Excellent,Spain,Female,34,30-39,6,138190.13,100K-150K,2,0,No Credit Card,1,Active,146511.2,Yes,0,Retained
15694453,631,Fair,Germany,Male,37,30-39,9,131519.49,100K-150K,2,1,Has Credit Card,1,Active,51752.18,Yes,0,Retained
15813113,795,Very Good,Spain,Female,56,50-59,5,0.0,Zero Balance,1,1,Has Credit Card,0,Inactive,35418.69,No,1,Churned
15614187,648,Fair,Germany,Female,39,30-39,3,126935.98,100K-150K,2,0,No Credit Card,1,Active,57995.74,Yes,0,Retained
15619407,615,Fair,France,Male,39,30-39,4,133707.09,100K-150K,1,1,Has Credit Card,1,Active,108152.75,Yes,0,Retained
15646227,682,Good,France,Female,27,18-29,1,97893.2,50K-100K,1,1,Has Credit Card,0,Inactive,166144.98,No,0,Retained
15660541,694,Good,France,Male,34,30-39,5,127900.03,100K-150K,1,1,Has Credit Card,0,Inactive,101737.8,No,0,Retained
15753874,694,Good,France,Male,37,30-39,10,143835.47,100K-150K,1,0,No Credit Card,1,Active,33326.71,Yes,0,Retained
15617877,607,Fair,France,Male,44,40-49,0,0.0,Zero Balance,2,1,Has Credit Card,1,Active,81140.09,No,0,Retained
15772073,664,Fair,France,Male,48,40-49,10,0.0,Zero Balance,1,1,Has Credit Card,0,Inactive,140173.17,No,1,Churned
15701537,756,Very Good,France,Male,60,60+,2,0.0,Zero Balance,1,1,Has Credit Card,1,Active,166513.49,No,1,Churned
15736228,645,Fair,France,Female,40,40-49,3,129596.77,100K-150K,1,1,Has Credit Card,1,Active,103232.6,Yes,0,Retained
15780572,653,Fair,Spain,Male,30,30-39,4,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,120736.04,No,0,Retained
15769596,710,Good,Germany,Female,24,18-29,2,110407.44,100K-150K,2,0,No Credit Card,0,Inactive,15832.43,No,1,Churned
15586996,697,Good,France,Female,76,60+,7,0.0,Zero Balance,2,0,No Credit Card,1,Active,188772.45,No,0,Retained
15722061,619,Fair,Germany,Female,41,40-49,8,142015.76,100K-150K,2,1,Has Credit Card,0,Inactive,114323.66,No,0,Retained
15638003,648,Fair,Spain,Male,55,50-59,1,81370.07,50K-100K,1,0,No Credit Card,1,Active,181534.04,No,0,Retained
15775590,482,Poor,Germany,Female,48,40-49,2,69329.47,50K-100K,1,0,No Credit Card,0,Inactive,102640.52,No,1,Churned
15730688,548,Poor,France,Female,28,18-29,8,116755.5,100K-150K,2,1,Has Credit Card,1,Active,158585.17,Yes,1,Churned
15753102,752,Very Good,Spain,Male,44,40-49,6,83870.33,50K-100K,1,1,Has Credit Card,0,Inactive,178722.24,No,0,Retained
15810075,648,Fair,France,Female,39,30-39,6,130694.89,100K-150K,2,1,Has Credit Card,1,Active,153955.38,Yes,1,Churned
15723373,643,Fair,Spain,Female,34,30-39,8,117451.47,100K-150K,1,1,Has Credit Card,0,Inactive,65374.86,No,0,Retained
15795298,573,Poor,Germany,Female,35,30-39,9,206868.78,150K+,2,0,No Credit Card,1,Active,102986.15,Yes,0,Retained
15584320,686,Good,France,Female,39,30-39,3,111695.62,100K-150K,1,0,No Credit Card,0,Inactive,136643.84,No,0,Retained
15724161,644,Fair,France,Female,40,40-49,9,137285.26,100K-150K,4,1,Has Credit Card,0,Inactive,77063.63,No,1,Churned
15750056,702,Good,France,Female,29,18-29,6,149218.39,100K-150K,1,1,Has Credit Card,1,Active,9633.01,Yes,0,Retained
15609637,652,Fair,France,Male,51,50-59,7,0.0,Zero Balance,2,0,No Credit Card,1,Active,43496.36,No,0,Retained
15794493,641,Fair,Spain,Male,32,30-39,7,0.0,Zero Balance,2,1,Has Credit Card,1,Active,24267.28,No,0,Retained
15569641,692,Good,Germany,Female,41,40-49,8,130701.29,100K-150K,1,1,Has Credit Card,0,Inactive,59354.24,No,1,Churned
15815236,574,Poor,Spain,Male,34,30-39,5,0.0,Zero Balance,2,0,No Credit Card,0,Inactive,28269.86,No,0,Retained
15811177,643,Fair,France,Female,31,30-39,3,167949.48,150K+,1,1,Has Credit Card,0,Inactive,143162.34,No,0,Retained
15680587,834,Excellent,France,Male,23,18-29,4,131254.81,100K-150K,1,1,Has Credit Card,0,Inactive,20199.3,No,0,Retained
15672821,591,Fair,France,Male,28,18-29,5,0.0,Zero Balance,2,1,Has Credit Card,1,Active,48606.92,No,0,Retained
15767681,470,Poor,Spain,Male,34,30-39,9,0.0,Zero Balance,2,0,No Credit Card,1,Active,89013.67,No,0,Retained
15600379,608,Fair,Spain,Male,34,30-39,7,86656.13,50K-100K,1,0,No Credit Card,1,Active,59890.29,No,0,Retained
15801336,649,Fair,Germany,Female,37,30-39,8,114737.26,100K-150K,1,1,Has Credit Card,1,Active,106655.88,Yes,1,Churned
15721592,665,Fair,France,Female,38,30-39,5,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,156439.56,No,0,Retained
15581282,651,Fair,France,Female,39,30-39,6,0.0,Zero Balance,1,1,Has Credit Card,0,Inactive,24176.44,No,0,Retained
15746203,555,Poor,Germany,Male,62,60+,4,119817.33,100K-150K,1,0,No Credit Card,1,Active,43507.1,Yes,1,Churned
15583137,637,Fair,France,Female,48,40-49,7,130806.99,100K-150K,2,1,Has Credit Card,1,Active,132005.85,Yes,1,Churned
15680752,675,Good,France,Female,49,40-49,0,0.0,Zero Balance,1,1,Has Credit Card,1,Active,80496.71,No,1,Churned
15688172,677,Good,Spain,Male,40,40-49,5,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,88947.56,No,0,Retained
15791373,850,Excellent,Germany,Female,35,30-39,2,80931.75,50K-100K,1,0,No Credit Card,0,Inactive,12639.67,No,1,Churned
15589449,815,Excellent,France,Female,56,50-59,3,0.0,Zero Balance,3,1,Has Credit Card,1,Active,94248.16,No,1,Churned
15692819,665,Fair,Germany,Male,32,30-39,1,132178.67,100K-150K,1,0,No Credit Card,0,Inactive,11865.76,No,0,Retained
15727467,485,Poor,France,Female,27,18-29,3,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,141449.86,No,0,Retained
15734312,577,Poor,Spain,Male,43,40-49,6,0.0,Zero Balance,2,1,Has Credit Card,1,Active,149457.81,No,0,Retained
15764604,586,Fair,France,Female,35,30-39,7,164769.02,150K+,3,1,Has Credit Card,0,Inactive,119814.25,No,1,Churned
15613014,722,Good,Germany,Male,29,18-29,1,107233.85,100K-150K,2,1,Has Credit Card,0,Inactive,24924.92,No,0,Retained
15759684,528,Poor,France,Female,27,18-29,7,176227.07,150K+,2,0,No Credit Card,1,Active,139481.53,Yes,0,Retained
15609669,542,Poor,France,Female,39,30-39,4,109949.39,100K-150K,2,1,Has Credit Card,1,Active,41268.65,Yes,0,Retained
15685536,552,Poor,France,Female,34,30-39,5,0.0,Zero Balance,2,1,Has Credit Card,1,Active,1351.41,No,0,Retained
15750447,678,Good,France,Female,60,60+,10,117738.81,100K-150K,1,1,Has Credit Card,0,Inactive,147489.76,No,1,Churned
15663249,575,Poor,Spain,Female,37,30-39,9,133292.45,100K-150K,1,1,Has Credit Card,0,Inactive,111175.09,No,0,Retained
15638646,669,Fair,France,Female,43,40-49,1,160474.59,150K+,1,1,Has Credit Card,1,Active,95963.14,Yes,0,Retained
15734161,636,Fair,France,Male,43,40-49,6,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,43128.95,No,0,Retained
15631070,667,Fair,Germany,Male,55,50-59,9,154393.43,150K+,1,1,Has Credit Card,1,Active,137674.96,Yes,1,Churned
15761950,652,Fair,Germany,Female,45,40-49,9,110827.49,100K-150K,1,1,Has Credit Card,1,Active,153383.54,Yes,1,Churned
15649668,637,Fair,Germany,Female,36,30-39,10,145750.45,100K-150K,2,1,Has Credit Card,1,Active,96660.76,Yes,0,Retained
15713912,516,Poor,Spain,Female,45,40-49,8,109044.3,100K-150K,1,0,No Credit Card,1,Active,115818.16,Yes,0,Retained
15586757,801,Excellent,France,Female,32,30-39,4,75170.54,50K-100K,1,1,Has Credit Card,1,Active,37898.5,No,0,Retained
15596522,692,Good,France,Female,42,40-49,2,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,145222.93,No,0,Retained
15625395,585,Fair,France,Female,28,18-29,6,105795.9,100K-150K,1,1,Has Credit Card,1,Active,41219.09,Yes,0,Retained
15760570,590,Fair,France,Male,32,30-39,5,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,59249.83,No,0,Retained
15566689,554,Poor,Spain,Male,66,60+,8,0.0,Zero Balance,2,1,Has Credit Card,1,Active,116747.62,No,0,Retained
15725794,659,Fair,France,Female,49,40-49,1,0.0,Zero Balance,1,1,Has Credit Card,0,Inactive,116249.72,No,1,Churned
